TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,Cluster,TransactionType,Channel
71.87,22.0,258.0,1839.1,2,Debit,ATM
308.8,53.0,41.0,3966.5399999999995,2,Debit,ATM
135.35,33.0,82.0,9983.36,0,Debit,Branch
288.43,66.0,72.0,4577.09,0,Debit,Branch
147.46,65.0,205.0,7458.029999999999,4,Credit,Online
214.15,32.0,217.0,6397.29,0,Debit,Branch
71.34,49.0,144.0,6345.03,1,Debit,Online
170.36,30.0,118.0,6034.73,2,Debit,ATM
965.66,53.0,32.0,765.8099999999998,2,Debit,ATM
736.53,55.0,120.0,9826.26,2,Debit,ATM
213.42,45.0,17.0,3736.3800000000006,2,Debit,ATM
94.09,27.0,203.0,646.8499999999999,0,Debit,Branch
91.23,72.0,86.0,6385.12,2,Debit,ATM
263.92,57.0,233.0,4161.71,3,Credit,Branch
77.5,51.0,201.0,11079.77,4,Credit,Online
3.65,69.0,146.0,10017.11,1,Debit,Online
43.88,26.0,251.0,1644.09,4,Credit,Online
591.98,28.0,132.0,387.65,2,Debit,ATM
224.79,18.0,129.0,528.38,5,Debit,Online
64.3,55.0,67.0,7530.299999999999,2,Debit,ATM
111.79,62.0,49.0,10887.59,1,Debit,Online
927.16,59.0,153.0,7104.61,2,Debit,ATM
613.7,61.0,37.0,7307.11,3,Credit,Branch
26.07,20.0,18.999999999999996,349.98,0,Debit,Branch
170.45,60.0,199.0,2284.41,0,Debit,Branch
344.27,22.0,123.0,1918.3600000000001,0,Debit,Branch
872.72,22.0,288.0,503.01,5,Debit,Online
292.95,37.0,56.0,1216.91,0,Debit,Branch
28.44,18.0,243.0,1071.04,2,Debit,ATM
209.02,21.0,74.0,187.9,2,Debit,ATM
20.05,72.0,171.0,7145.67,2,Debit,ATM
175.02,28.0,71.0,1493.88,5,Debit,Online
89.5,41.0,134.0,8658.95,3,Credit,Branch
69.96,28.0,30.999999999999996,164.12,0,Debit,Branch
146.51,53.0,68.00000000000001,7089.9,2,Debit,ATM
376.78,21.0,88.0,841.6499999999999,4,Credit,Online
148.54,71.0,107.0,5677.05,3,Credit,Branch
388.77,26.0,30.0,1658.49,4,Credit,Online
100.38,63.0,49.0,10171.68,0,Debit,Branch
137.23,64.0,63.0,13847.99,0,Debit,Branch
870.3,51.0,229.0,3688.98,2,Debit,ATM
458.94,52.0,180.0,5619.95,0,Debit,Branch
327.35,20.0,175.0,342.08,3,Credit,Branch
757.15,53.0,37.99999999999999,4702.86,1,Debit,Online
5.64,59.0,47.0,12703.24,1,Debit,Online
47.23,73.0,160.0,6659.81,4,Credit,Online
239.41,42.0,247.99999999999997,7860.65,4,Credit,Online
7.48,55.0,29.000000000000004,1275.2,2,Debit,ATM
170.97,26.0,292.0,1265.27,0,Debit,Branch
262.43,37.0,274.0,12841.01,4,Credit,Online
659.15,22.0,204.0,1241.59,2,Debit,ATM
31.53,25.0,283.0,874.93,5,Debit,Online
111.66,48.0,140.0,5716.72,4,Credit,Online
250.01,62.0,88.0,1541.48,2,Debit,ATM
554.15,49.0,107.99999999999999,14817.22,2,Debit,ATM
598.66,32.0,222.0,2587.11,3,Credit,Branch
28.38,55.0,98.0,173.7,0,Debit,Branch
16.8,49.0,94.0,11847.07,2,Debit,ATM
896.79,33.0,168.00000000000003,11146.74,1,Debit,Online
159.0,49.0,37.99999999999999,369.79,2,Debit,ATM
56.31,75.0,195.0,6396.08,4,Credit,Online
203.99,52.0,215.0,4840.31,1,Debit,Online
50.99,29.0,75.99999999999999,1334.6,0,Debit,Branch
101.28,32.0,75.0,2774.35,4,Credit,Online
299.92,27.0,122.0,1368.0,2,Debit,ATM
77.54,67.0,73.0,4536.38,1,Debit,Online
18.35,21.0,78.0,1293.39,0,Debit,Branch
732.53,26.0,116.00000000000001,441.54,4,Credit,ATM
65.11,34.0,150.0,8485.14,2,Debit,ATM
67.07,24.0,56.0,999.6200000000001,4,Credit,ATM
137.48,55.0,47.0,14273.42,0,Debit,Branch
398.36,22.0,56.0,1863.7,2,Debit,ATM
469.46,20.0,149.0,8640.56,2,Debit,ATM
37.58,57.0,182.0,259.44,2,Debit,ATM
160.24,31.0,15.0,5526.97,2,Debit,ATM
315.39,23.0,93.0,929.6,3,Credit,Branch
434.17,21.0,148.0,5335.44,2,Debit,ATM
165.91,26.0,84.00000000000001,587.1199999999999,2,Debit,ATM
211.36,47.0,194.0,4760.34,0,Debit,Branch
241.45000000000002,26.0,158.0,1594.04,5,Debit,Online
23.24,68.0,129.0,13777.79,0,Debit,Branch
70.88,74.0,176.0,1794.65,3,Credit,Branch
1143.67,66.0,111.0,7677.760000000001,1,Debit,Online
314.52,80.0,229.0,7071.32,2,Debit,ATM
181.81,78.0,122.0,7525.7300000000005,4,Credit,Online
854.64,56.0,118.0,2989.25,0,Debit,Branch
261.19,64.0,52.00000000000001,7620.6,2,Debit,ATM
220.68,71.0,217.0,5549.2,4,Credit,Online
11.86,31.0,129.0,6782.61,0,Debit,Branch
122.65000000000002,28.0,41.0,1968.51,5,Debit,Online
395.16,56.0,17.0,5340.73,1,Debit,Online
704.69,51.0,150.0,3267.84,1,Debit,Online
369.89,69.0,69.00000000000001,6941.47,2,Debit,ATM
10.92,67.0,268.0,7567.2,2,Debit,ATM
199.14,31.0,36.0,7001.25,0,Debit,Branch
109.43,70.0,140.0,1983.65,2,Debit,ATM
304.15,20.0,40.0,686.9099999999999,0,Debit,Branch
620.54,28.0,98.0,213.36,3,Credit,Branch
757.79,22.0,117.0,1443.02,5,Debit,Online
122.81,52.0,12.0,8450.84,0,Debit,Branch
96.25,61.0,171.0,7996.699999999999,1,Debit,Online
1431.33,30.0,49.0,5567.98,2,Debit,ATM
142.55,67.0,97.0,1262.68,1,Debit,Online
35.94,23.0,141.0,1697.28,3,Credit,Branch
24.86,58.0,292.0,2591.65,0,Debit,Branch
103.08,60.0,109.0,12002.16,1,Debit,Online
116.27,57.0,94.0,8726.92,1,Debit,Online
363.84,73.0,118.0,5415.64,1,Debit,Online
34.74,59.0,72.0,3736.57,4,Credit,Online
64.01,19.0,240.0,1225.69,3,Credit,Branch
108.75,50.0,22.999999999999996,14829.85,2,Debit,ATM
50.9,28.0,150.0,1277.7,4,Credit,Online
206.84,20.0,154.0,454.66,0,Debit,Branch
37.4,20.0,84.00000000000001,1519.51,2,Debit,ATM
154.21,46.0,75.0,8045.77,1,Debit,Online
199.37,24.0,79.0,1331.3,5,Debit,Online
410.49,25.0,134.0,1843.57,3,Credit,Branch
1360.01,67.0,218.0,6601.5,3,Credit,Branch
18.23,56.0,28.0,8422.2,2,Debit,ATM
398.7,47.0,276.0,7987.740000000001,2,Debit,ATM
122.14,22.0,155.0,327.68,5,Debit,Online
378.2,40.0,167.0,7372.81,0,Debit,Branch
124.74,49.0,33.0,2987.97,2,Debit,ATM
17.1,53.0,101.0,1619.54,2,Debit,ATM
287.05,22.0,212.0,1204.65,2,Debit,ATM
874.72,28.0,173.0,4630.58,5,Debit,Online
1762.28,24.0,150.0,1380.34,2,Debit,ATM
40.12,36.0,269.0,14304.38,4,Credit,ATM
125.00000000000001,49.0,177.0,3215.76,4,Credit,Online
348.44,24.0,147.0,1022.94,5,Debit,Online
128.4,69.0,30.999999999999996,2610.64,2,Debit,ATM
320.93,55.0,178.0,9451.66,1,Debit,Online
1.41,53.0,278.0,1244.17,2,Debit,ATM
50.52,54.0,293.0,12815.24,0,Debit,Branch
383.95,31.0,143.0,9933.56,4,Credit,Online
12.94,23.0,158.0,921.23,0,Debit,Branch
329.75,56.0,211.0,6009.43,1,Debit,Online
981.76,45.0,234.0,602.3599999999999,5,Debit,Online
40.79,18.0,80.0,1769.33,2,Debit,ATM
99.25,63.0,93.0,2570.34,4,Credit,Online
150.6,69.0,59.00000000000001,3240.14,2,Debit,ATM
29.5,73.0,129.0,1229.32,1,Debit,Online
54.34,65.0,45.99999999999999,8019.890000000001,2,Debit,ATM
18.25,53.0,18.0,14328.29,2,Debit,ATM
633.87,27.0,175.0,330.16,5,Debit,Online
81.15,19.0,114.0,1595.26,2,Debit,ATM
83.95,75.0,170.0,7413.18,1,Debit,Online
410.4,61.0,78.0,2563.91,4,Credit,ATM
172.68,33.0,17.0,10724.95,2,Debit,ATM
139.88,34.0,162.0,2969.71,2,Debit,ATM
165.55,28.0,115.0,761.7799999999999,0,Debit,Branch
53.79,54.0,137.0,6229.36,4,Credit,ATM
285.69,63.0,35.0,2552.54,2,Debit,ATM
532.4,22.0,149.0,1033.73,2,Debit,ATM
293.85,25.0,144.0,1919.97,5,Debit,Online
27.94,79.0,120.0,1893.4399999999998,0,Debit,Branch
270.36,25.0,37.0,1783.04,2,Debit,ATM
112.66,29.0,176.0,852.98,5,Debit,Online
506.03000000000003,21.0,21.000000000000004,1123.89,0,Debit,Branch
206.95,22.0,30.999999999999996,1817.65,0,Debit,Branch
350.96,63.0,167.0,5463.94,2,Debit,ATM
261.63,20.0,150.0,477.03,0,Debit,Branch
46.12,59.0,30.0,8874.01,0,Debit,Branch
27.25,63.0,91.99999999999999,5365.2,3,Credit,Branch
1353.93,26.0,171.0,7858.41,0,Debit,Branch
331.66,76.0,145.0,7216.3,2,Debit,ATM
667.95,62.0,253.0,13558.56,4,Credit,ATM
49.84,49.0,146.0,7872.04,2,Debit,ATM
556.04,72.0,26.999999999999996,5200.04,2,Debit,ATM
88.06,18.0,288.0,1779.85,4,Credit,Online
745.95,58.0,127.0,13264.14,2,Debit,ATM
67.25,19.0,157.0,467.4,5,Debit,Online
93.63,29.0,141.0,9873.62,2,Debit,ATM
74.11,22.0,49.0,1257.9,0,Debit,Branch
41.13,77.0,58.00000000000001,6067.54,3,Credit,Branch
192.02,79.0,154.0,5169.07,4,Credit,Online
291.27,77.0,121.0,6878.86,0,Debit,Branch
296.46,23.0,136.0,558.99,0,Debit,Branch
341.84,27.0,89.0,1400.04,3,Credit,Branch
98.41,27.0,48.0,912.7099999999999,5,Debit,Online
109.28,36.0,112.0,6338.35,1,Debit,Online
27.51,40.0,103.0,13645.63,4,Credit,Online
12.18,76.0,77.0,4909.24,0,Debit,Branch
207.71,25.0,63.0,570.0999999999999,4,Credit,Online
25.77,45.0,277.0,11749.77,4,Credit,Online
127.56999999999998,52.0,75.0,6118.2,2,Debit,ATM
392.05,60.0,172.0,4383.69,2,Debit,ATM
521.01,41.0,73.0,4004.55,3,Credit,Branch
849.76,25.0,269.0,373.88,2,Debit,ATM
172.5,68.0,30.999999999999996,6851.16,1,Debit,Online
265.44,30.0,169.0,9700.77,2,Debit,ATM
152.34,55.0,115.0,6853.51,0,Debit,Branch
21.13,28.0,153.0,948.7,0,Debit,Branch
111.55,46.0,101.0,12221.17,2,Debit,ATM
321.82,32.0,43.0,6500.5,3,Credit,Branch
1294.81,45.0,279.0,9927.75,3,Credit,Branch
148.77,67.0,175.0,2138.42,0,Debit,Branch
14.08,57.0,154.0,3908.6499999999996,0,Debit,Branch
1283.97,42.0,121.0,11041.9,2,Debit,ATM
566.33,24.0,66.0,379.82,4,Credit,ATM
206.51,51.0,275.0,3921.74,2,Debit,ATM
180.94,75.0,57.0,7659.990000000001,0,Debit,Branch
77.9,21.0,128.0,664.7199999999999,0,Debit,Branch
318.92,21.0,60.00000000000001,1167.25,3,Credit,Branch
583.3,59.0,142.0,5896.01,4,Credit,Online
100.68,63.0,139.0,1123.75,1,Debit,Online
589.64,62.0,210.0,2039.4,1,Debit,Online
225.93,25.0,199.0,1864.27,3,Credit,Branch
651.55,72.0,82.0,2325.78,1,Debit,Online
80.97,38.0,157.0,5926.31,1,Debit,Online
191.89,25.0,14.0,399.57,0,Debit,Branch
304.75,78.0,125.0,1916.34,3,Credit,Branch
201.53,68.0,287.0,2732.86,1,Debit,Online
8.45,22.0,141.0,1115.3,2,Debit,ATM
435.98,30.0,105.0,7334.08,0,Debit,Branch
743.24,19.0,109.0,1024.19,4,Credit,Online
16.27,57.0,44.0,10971.32,2,Debit,ATM
290.86,45.0,36.0,14631.88,1,Debit,Online
85.73,41.0,266.0,14928.35,2,Debit,ATM
555.71,22.0,73.0,830.3699999999999,3,Credit,Branch
40.03,23.0,200.00000000000003,6408.8,0,Debit,Branch
73.01,25.0,61.99999999999999,1997.3299999999997,4,Credit,Online
346.12,44.0,12.0,13084.27,0,Debit,Branch
1.9299999999999997,47.0,175.0,5684.09,0,Debit,Branch
252.92999999999998,75.0,222.0,2760.37,2,Debit,ATM
238.54,19.0,12.0,868.9099999999999,2,Debit,ATM
1011.22,61.0,129.0,5838.91,0,Debit,Branch
58.7,67.0,141.0,8937.35,0,Debit,Branch
7.5600000000000005,40.0,145.0,8528.72,2,Debit,ATM
540.4,45.0,272.0,425.77,0,Debit,Branch
264.14,64.0,125.0,8459.26,2,Debit,ATM
248.15000000000003,75.0,202.0,2649.23,2,Debit,ATM
24.34,54.0,110.0,6659.12,0,Debit,Branch
428.61,66.0,61.99999999999999,11937.04,2,Debit,ATM
117.66,39.0,126.0,6794.17,3,Credit,Branch
165.8,60.0,287.0,2064.76,1,Debit,Online
289.18,65.0,64.0,3139.75,2,Debit,ATM
125.38999999999999,21.0,140.0,202.69,2,Debit,ATM
305.18,58.0,215.99999999999997,4474.2,1,Debit,Online
506.90000000000003,64.0,56.0,11471.87,3,Credit,Branch
504.11999999999995,25.0,101.0,1107.28,3,Credit,Branch
42.09,29.0,118.0,5526.28,0,Debit,Branch
607.28,32.0,84.00000000000001,9679.68,2,Debit,ATM
91.9,77.0,125.0,1033.94,1,Debit,Online
303.43,22.0,30.0,1833.24,0,Debit,Branch
668.78,20.0,141.0,983.6799999999998,2,Debit,ATM
270.54,20.0,139.0,269.78,4,Credit,ATM
247.93,37.0,79.0,9801.48,0,Debit,Branch
34.67,19.0,71.0,888.6,5,Debit,Online
326.03,18.0,137.0,290.24,4,Credit,Online
148.26,25.0,57.0,958.7,2,Debit,ATM
1086.6,19.0,37.99999999999999,1605.67,5,Debit,Online
373.99,60.0,140.0,8590.5,2,Debit,ATM
254.33999999999997,49.0,79.0,5461.08,1,Debit,Online
819.48,25.0,26.0,1804.5,2,Debit,ATM
14.0,49.0,173.0,7975.179999999999,2,Debit,ATM
57.16,40.0,74.0,222.22,2,Debit,ATM
282.26,37.0,278.0,6857.2,1,Debit,Online
46.96,46.0,12.0,2028.92,5,Debit,Online
473.2,34.0,173.0,248.52,5,Debit,Online
192.97,59.0,140.0,3019.04,2,Debit,ATM
168.99,18.0,203.0,1523.57,2,Debit,ATM
1.8200000000000003,80.0,60.00000000000001,5571.39,1,Debit,Online
40.9,55.0,37.0,1514.34,2,Debit,ATM
78.91,61.0,157.0,1817.43,1,Debit,Online
169.97,22.0,12.0,6269.12,4,Credit,ATM
17.79,61.0,162.0,2281.9,0,Debit,Branch
486.61,48.0,130.0,2006.69,4,Credit,ATM
148.13,58.0,56.0,2189.38,0,Debit,Branch
164.52,61.0,162.0,11036.74,2,Debit,ATM
720.89,27.0,120.0,447.06,2,Debit,ATM
268.7,53.0,63.0,2104.74,2,Debit,ATM
637.34,51.0,278.0,5183.5,2,Debit,ATM
216.76,47.0,138.0,643.6399999999999,4,Credit,Online
418.02,46.0,110.0,11011.86,2,Debit,ATM
292.03,46.0,154.0,951.3300000000002,4,Credit,ATM
251.4,57.0,178.0,2561.67,2,Debit,ATM
184.56,21.0,93.0,1549.27,5,Debit,Online
33.76,26.0,227.0,3253.51,5,Debit,Online
253.46000000000004,45.0,60.00000000000001,1338.95,2,Debit,ATM
1612.37,65.0,173.0,3910.5900000000006,2,Debit,ATM
138.68,22.0,44.0,206.2,3,Credit,Branch
42.56,18.0,146.0,4361.44,5,Debit,Online
680.76,21.0,165.0,572.97,0,Debit,Branch
53.83,70.0,131.0,4580.59,0,Debit,Branch
11.09,51.0,95.0,2990.05,0,Debit,Branch
37.81,63.0,195.0,5208.98,0,Debit,Branch
449.18,67.0,50.00000000000001,1025.99,1,Debit,Online
1135.8,30.0,250.0,13534.3,2,Debit,ATM
297.6,39.0,162.0,1461.17,5,Debit,Online
683.75,32.0,106.0,6333.72,0,Debit,Branch
21.4,48.0,129.0,8551.6,4,Credit,Online
315.94,78.0,93.0,4273.99,2,Debit,ATM
331.32,61.0,137.0,13054.54,0,Debit,Branch
223.76,74.0,110.0,4102.23,3,Credit,Branch
216.03,42.0,300.0,10462.77,2,Debit,ATM
17.42,74.0,150.0,6851.31,2,Debit,ATM
491.91,78.0,155.0,2421.94,1,Debit,Online
350.11,74.0,178.0,4639.04,4,Credit,Online
218.07,23.0,243.0,443.62,0,Debit,Branch
291.09,48.0,73.0,6312.79,0,Debit,Branch
422.14,26.0,109.0,1436.32,3,Credit,Branch
613.21,61.0,157.0,3279.12,2,Debit,ATM
73.83,69.0,69.00000000000001,6020.29,1,Debit,Online
67.33,59.0,36.0,5925.98,1,Debit,Online
26.92,62.0,43.0,1674.94,2,Debit,ATM
18.3,48.0,155.0,3733.5200000000004,1,Debit,Online
317.94,54.0,123.99999999999999,2996.51,2,Debit,ATM
179.38,40.0,173.0,11666.18,1,Debit,Online
918.95,68.0,139.0,7006.46,1,Debit,Online
13.92,37.0,209.0,2735.84,2,Debit,ATM
365.43,25.0,176.0,1073.51,2,Debit,ATM
263.59,71.0,16.0,6996.35,0,Debit,Branch
54.8,34.0,140.0,4943.49,0,Debit,Branch
141.49,24.0,75.0,1665.58,5,Debit,Online
31.389999999999997,20.0,15.0,998.4900000000001,2,Debit,ATM
93.82,39.0,176.0,8422.06,1,Debit,Online
5.71,21.0,106.0,1285.42,0,Debit,Branch
178.39,34.0,98.0,8469.43,1,Debit,Online
126.91,22.0,42.00000000000001,692.6899999999999,2,Debit,ATM
36.09,53.0,167.0,12319.26,0,Debit,Branch
91.77,51.0,174.0,9240.73,0,Debit,Branch
198.92,36.0,100.00000000000001,2854.66,5,Debit,Online
137.81,58.0,44.0,2631.47,0,Debit,Branch
136.88,24.0,71.0,7465.950000000001,3,Credit,Branch
133.07,21.0,155.0,1670.99,0,Debit,Branch
1.14,43.0,137.0,13913.92,0,Debit,Branch
256.34,69.0,99.0,7471.630000000001,0,Debit,Branch
56.11,36.0,109.0,11123.65,0,Debit,Branch
118.1,50.0,50.00000000000001,7976.6,2,Debit,ATM
137.86,66.0,120.0,8046.939999999999,4,Credit,Online
813.78,54.0,55.0,14935.500000000002,4,Credit,ATM
237.97,69.0,69.00000000000001,13486.15,2,Debit,ATM
684.96,21.0,30.999999999999996,526.67,2,Debit,ATM
878.63,60.0,139.0,4954.37,2,Debit,ATM
276.56,68.0,15.0,8942.58,0,Debit,Branch
8.75,79.0,199.0,4044.6199999999994,2,Debit,ATM
637.48,65.0,207.0,4148.85,1,Debit,Online
103.15,51.0,179.0,11388.15,0,Debit,Branch
505.59999999999997,52.0,183.0,5347.57,0,Debit,Branch
371.86,46.0,91.0,1329.45,2,Debit,ATM
14.26,50.0,37.0,2475.65,0,Debit,Branch
13.16,43.0,98.0,1019.46,0,Debit,Branch
167.92,40.0,136.0,14321.73,2,Debit,ATM
73.01,56.0,101.0,2833.12,2,Debit,ATM
201.5,61.0,196.0,12148.32,4,Credit,Online
150.3,41.0,204.0,14371.08,1,Debit,Online
23.7,46.0,32.0,7947.439999999999,2,Debit,ATM
49.59,48.0,147.0,6037.03,0,Debit,Branch
720.13,22.0,96.0,387.02,4,Credit,ATM
134.92,19.0,101.0,1081.97,5,Debit,Online
116.97,18.0,299.0,729.7,2,Debit,ATM
11.06,34.0,13.0,2782.21,2,Debit,ATM
88.29,50.0,287.0,5245.93,4,Credit,Online
5.81,25.0,222.0,1290.95,2,Debit,ATM
103.48,32.0,33.0,6494.25,2,Debit,ATM
156.74,70.0,136.0,4004.35,2,Debit,ATM
505.14,68.0,179.0,2525.47,2,Debit,ATM
31.060000000000002,46.0,61.00000000000001,11014.25,2,Debit,ATM
7.610000000000001,50.0,163.0,6275.0,2,Debit,ATM
276.16,53.0,71.0,1733.34,4,Credit,ATM
145.77,68.0,237.0,5294.98,2,Debit,ATM
369.44,34.0,18.999999999999996,5018.67,5,Debit,Online
558.86,60.0,95.0,9844.32,2,Debit,ATM
429.15,26.0,218.0,712.1299999999999,0,Debit,Branch
36.74,33.0,133.0,6217.58,0,Debit,Branch
79.14,57.0,22.0,2229.56,4,Credit,Online
132.48,36.0,101.0,9313.05,0,Debit,Branch
136.48,52.0,138.0,4618.53,1,Debit,Online
203.76,55.0,37.0,6747.16,0,Debit,Branch
750.95,78.0,26.999999999999996,5134.37,0,Debit,Branch
0.84,52.0,30.999999999999996,2207.54,2,Debit,ATM
257.18,67.0,28.0,13336.15,1,Debit,Online
767.66,63.0,155.0,1801.69,2,Debit,ATM
182.29,54.0,123.0,522.39,1,Debit,Online
184.51,54.0,118.0,9381.64,4,Credit,Online
451.31,62.0,166.0,2963.29,2,Debit,ATM
144.1,57.0,30.0,11523.64,0,Debit,Branch
72.5,40.0,30.0,12723.62,2,Debit,ATM
74.11,69.0,71.0,3920.11,4,Credit,Online
22.15,44.0,73.0,7451.83,0,Debit,Branch
777.92,62.0,97.0,7061.58,0,Debit,Branch
790.07,28.0,197.0,985.7700000000001,5,Debit,Online
406.33,59.0,103.0,4298.34,3,Credit,Branch
767.41,56.0,26.999999999999996,12799.34,2,Debit,ATM
4.58,21.0,135.0,811.2399999999999,4,Credit,Online
447.83,53.0,88.0,13273.08,3,Credit,Branch
49.67,21.0,146.0,842.94,5,Debit,Online
77.83,49.0,146.0,2471.53,3,Credit,Branch
702.87,19.0,183.99999999999997,1237.5,2,Debit,ATM
133.56,25.0,177.0,783.8299999999999,5,Debit,Online
868.05,49.0,119.0,3931.03,4,Credit,Online
52.87,24.0,70.0,960.96,0,Debit,Branch
179.0,78.0,121.0,7310.88,2,Debit,ATM
1168.26,73.0,37.0,1385.74,4,Credit,Online
384.11,58.0,12.0,7902.5199999999995,2,Debit,ATM
227.61,71.0,61.00000000000001,4405.28,1,Debit,Online
40.83,48.0,24.0,3944.12,2,Debit,ATM
19.76,20.0,240.0,1523.04,2,Debit,ATM
484.24,67.0,77.0,8042.299999999999,0,Debit,Branch
494.66,33.0,110.0,5531.93,5,Debit,Online
301.47,21.0,291.0,560.73,0,Debit,Branch
199.09,70.0,89.0,1658.52,1,Debit,Online
38.95,27.0,50.00000000000001,731.52,5,Debit,Online
515.94,29.0,37.0,1389.89,2,Debit,ATM
41.93,48.0,136.0,5081.26,2,Debit,ATM
137.84,27.0,83.0,1000.3500000000001,2,Debit,ATM
95.35,21.0,131.0,1639.9,5,Debit,Online
93.14,67.0,151.0,5473.82,1,Debit,Online
1427.71,64.0,159.0,1729.26,0,Debit,Branch
79.33,51.0,109.0,14798.1,4,Credit,Online
76.89,55.0,132.0,7374.26,2,Debit,ATM
233.71,19.0,297.0,1231.98,5,Debit,Online
14.92,26.0,120.0,6611.26,0,Debit,Branch
242.17,60.0,147.0,883.7199999999999,2,Debit,ATM
122.98,79.0,228.0,5055.99,1,Debit,Online
129.35,52.0,130.0,7166.88,2,Debit,ATM
138.33,21.0,69.00000000000001,232.56,5,Debit,Online
39.31,25.0,178.0,1236.38,5,Debit,Online
91.85,21.0,148.0,802.09,5,Debit,Online
277.7,58.0,107.0,1423.2,0,Debit,Branch
114.03,51.0,172.0,13388.56,2,Debit,ATM
302.63,27.0,10.0,2801.28,3,Credit,Branch
31.19,52.0,74.0,5545.96,2,Debit,ATM
112.91,27.0,135.0,4764.48,4,Credit,Online
742.26,27.0,36.0,7868.189999999999,5,Debit,Online
256.8,26.0,80.0,1128.38,2,Debit,ATM
378.68,60.0,239.0,7627.04,2,Debit,ATM
571.93,52.0,119.0,4026.0300000000007,1,Debit,Online
26.31,77.0,163.0,7095.76,4,Credit,Online
205.58,20.0,159.0,1501.95,5,Debit,Online
533.61,48.0,115.0,3656.93,1,Debit,Online
428.62,55.0,72.0,3473.24,0,Debit,Branch
361.22,64.0,167.0,7061.73,2,Debit,ATM
837.29,25.0,215.99999999999997,6012.67,0,Debit,Branch
117.25,31.0,73.0,13694.68,4,Credit,Online
135.27,48.0,131.0,9410.51,2,Debit,ATM
185.1,53.0,22.999999999999996,6115.63,0,Debit,Branch
113.54,38.0,273.0,5581.21,5,Debit,Online
354.96,69.0,96.0,6712.94,1,Debit,Online
224.22,53.0,37.0,8400.87,0,Debit,Branch
737.1,60.0,91.99999999999999,4644.19,2,Debit,ATM
223.22,27.0,96.0,1734.22,2,Debit,ATM
557.26,69.0,53.00000000000001,5237.12,2,Debit,ATM
1496.57,33.0,95.0,969.06,5,Debit,Online
27.44,62.0,164.0,5950.48,2,Debit,ATM
310.09,36.0,166.0,9962.5,0,Debit,Branch
80.38,52.0,116.00000000000001,9662.88,1,Debit,Online
26.1,66.0,115.0,5243.0,3,Credit,Branch
845.14,73.0,183.0,1702.65,3,Credit,Branch
59.73,27.0,56.0,800.93,2,Debit,ATM
758.77,60.0,114.0,7231.47,2,Debit,ATM
301.51,22.0,284.0,1052.31,2,Debit,ATM
418.03,58.0,161.0,10721.29,1,Debit,Online
118.06,32.0,30.999999999999996,13560.63,3,Credit,Branch
483.92,70.0,115.0,3138.0,2,Debit,ATM
78.93,38.0,145.0,9916.24,2,Debit,ATM
36.63,75.0,261.0,7941.73,2,Debit,ATM
87.85,49.0,63.0,3753.2400000000002,0,Debit,Branch
1001.83,31.0,55.0,9733.83,1,Debit,Online
705.34,59.0,123.99999999999999,5003.22,1,Debit,Online
146.55,54.0,123.99999999999999,4087.4400000000005,1,Debit,Online
116.89,71.0,226.0,4880.31,1,Debit,Online
106.41,57.0,87.0,1310.38,0,Debit,Branch
1087.9,78.0,103.0,2513.51,2,Debit,ATM
584.41,23.0,41.0,4475.22,2,Debit,ATM
584.98,55.0,121.0,6521.05,3,Credit,Branch
79.21,56.0,140.0,1615.04,0,Debit,Branch
173.13,20.0,288.0,1490.34,4,Credit,Online
335.7,80.0,57.0,6601.44,2,Debit,ATM
1225.5,50.0,109.0,8611.17,4,Credit,Online
422.81,28.0,193.0,1929.2799999999997,0,Debit,Branch
135.43,57.0,91.99999999999999,5315.83,2,Debit,ATM
584.88,26.0,121.0,548.45,2,Debit,ATM
308.94,25.0,167.0,1931.6599999999999,5,Debit,Online
295.93,36.0,117.0,1050.63,0,Debit,Branch
1512.99,19.0,50.00000000000001,9963.39,5,Debit,Online
77.44,58.0,268.0,1950.63,0,Debit,Branch
92.5,40.0,70.0,6295.45,4,Credit,Online
97.74,41.0,137.0,4113.63,4,Credit,Online
291.68,21.0,90.0,1451.02,2,Debit,ATM
56.96,22.0,135.0,1597.85,2,Debit,ATM
436.8,27.0,91.99999999999999,1256.33,5,Debit,Online
259.49,72.0,292.0,7320.61,1,Debit,Online
726.26,57.0,147.0,2150.38,1,Debit,Online
568.68,72.0,101.0,2940.04,2,Debit,ATM
77.57,49.0,225.0,12801.93,1,Debit,Online
999.28,29.0,40.0,4272.41,5,Debit,Online
14.16,74.0,290.0,5399.76,3,Credit,Branch
1142.83,61.0,48.0,2467.39,3,Credit,Branch
61.330000000000005,27.0,129.0,7537.400000000001,2,Debit,ATM
27.64,54.0,22.999999999999996,7498.509999999999,1,Debit,Online
3.85,29.0,32.0,10506.41,2,Debit,ATM
431.22,73.0,129.0,6505.98,3,Credit,Branch
178.55,55.0,67.0,7568.400000000001,0,Debit,Branch
248.76,18.0,56.0,546.46,2,Debit,ATM
76.16,23.0,99.0,1072.25,2,Debit,ATM
347.25,69.0,250.0,7273.55,2,Debit,ATM
28.04,57.0,146.0,11197.54,2,Debit,ATM
325.98,19.0,277.0,782.35,2,Debit,ATM
249.56000000000003,76.0,246.0,4444.95,0,Debit,Branch
17.43,56.0,33.0,10658.88,2,Debit,ATM
198.01,26.0,40.0,250.93000000000004,3,Credit,Branch
585.58,23.0,55.0,1729.02,0,Debit,Branch
